pair_idx	answer_text	answer_text_idx	date	gender	match_id	opponent	player	question_text	question_text_idx	ranking	result	stage	tournament	tournament_type
3320_10	I know. But, you know what makes me -- when I was really younger and watching the TV and saw Pete Sampras and lifting his trophy year after year at Wimbledon. Even if I was good at school, that was really what was exciting me, this kind of challenge, being on center court of Wimbledon lifting this Wimbledon trophy. That was really the excitement. It was not coming up with 20 out of 20 on math. I mean, even if it was great, that was not what was exciting me. Even when I was 6 or 7 years old, what was exciting me when I was waking up every morning, it was what I was doing after school: playing tennis against a wall or whatever. My dad was very busy, you know, with my brother or with his job, and he couldn't practicing with me. I was just hitting over the wall for hours and hours and hours. The first thing I was thinking in the morning was tennis, and that was my passion. That still remains my passion. So even if I was not that good at it, I would still persevere to be where I am.	3320_10.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	With the amount of money you've made, I would not say that. But it's different, though.	3320_10.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_11	Yes.	3320_11.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	You're very mathematical, correct?	3320_11.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_12	I do. I truly believe that it helps me. You know, I'm always thinking on the court, always, always, always. I'm thinking, Well, when I was serving the last point, either if she, my opponent, make a winner or make a mistake or where is my percentage level first serve, whatever. I'm always thinking on the court, and I think that helps me.	3320_12.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	So do you bring that in tennis? Do you see tennis mathematically on the court?	3320_12.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_13	I know. But when I'm starting not to think, it's not very good for me. When I'm thinking and I'm looking at the court and knowing where I'm gonna put the ball, that's where I usually I play my best.	3320_13.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	But thinking a lot also can be detrimental on the court.	3320_13.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_14	Yes, I do.	3320_14.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	But you also have your artistic side, right? You're a painter?	3320_14.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_15	Yes, I like to -- that's true. I like to be an artist. I like to think also very mathematically, very straight. That's both side of...	3320_15.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	You do everything. You have the math side. You're into both sides of the brain.	3320_15.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_16	No, mathematician. When I'm on the court, it's just very thinking, you know. Really sometimes my dad say, Marion, you're just too much a mathematician. Give it a go, you know. Try it sometimes just to, you know, make it more -- not about mathematics. But I say, No, dad, it very mathematic. It has to be this way.	3320_16.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	Are you more of a mathematician or more of an artist on the court?	3320_16.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_17	Yes. My father, the only sport he plays is chess. He doesn't like to run too much, that's for sure.	3320_17.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	This is your father who is a chess player speaking?	3320_17.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_18	No, I don't like the abstract.	3320_18.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	As an artist, what trend do you prefer? More on the abstract or...	3320_18.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
3320_19	No, I don't like the abstract at all. More the impressionists. My favorite painter is Van Gogh. I truly love Van Gogh. I was very lucky to go to one of his exhibitions in Basel, in Switzerland.	3320_19.a	2011-03-18	F	3320	Yanina Wickmayer	Marion Bartoli	Impressionists?	3320_19.q	17.0	1	Semifinals	BNP PARIBAS OPEN	Premier
422_0	Victory is always important. Of course my level today was not the most desired. These matches are difficult. They are tough. You just got to overcome difficult moments and situations like the ones we had today. I think these are the matches that maybe give you the extra confidence that you need. They sometimes change everything. I like to play well and have fun on the court. Today on the court I didn't have a lot of fun because of conditions. It was a little bit windy. The court didn't have sand because the wind was taking it all. It was difficult to run. I managed to finish the match, and on Wednesday I will have another opportunity.	422_0.a	2015-05-04	M	422	Benjamin Becker	Feliciano Lopez	I wanted to know if you're satisfied with today's match? You came back in the third set. Did you feel like you should have closed it out in two sets?	422_0.q	12.0	1	1st Round	MUTUA MADRID OPEN	Masters 1000
422_1	Well, I think that sincerely my behavior was not the correct one for a tennis player. I think that I committed errors. I said the Big F many times. The first warning I didn't realize that he gave me a warning, and that's why I was so surprised when he told me I had to go to the other side and I had a point penalty. Really the first warning, I didn't hear that. Carlos, I respect him a lot. I think he's a really good chair umpire, one the best ones. He knows that. We talked about that many times. Secondly, there are players like me, which normally have decent behavior. We are not disrespectable players or we don't throw the racquet and we don't say the Big F. Except for today. Today I recognized that I was very nervous. I wanted to say to Carlos that the rules should be the same for every single player. I'm really tired of seeing players that behave really badly on the court and nothing happens. Perhaps there are players like me or anyone else that we might have a bad day and they punish us. The rules are for everyone. It cannot be that there are players we're not going to give names  they behave badly and nothing happens. That's what I don't like. It's a general thought. The chair ump has to enforce the rules, and if you have to expel a player from the court, then they have to do it. With us, players that normally have good behavior, like Rafa with the time. It's true he's slow sometimes, but the rules are there for everyone. Time and conduct, everything. Today I said, Carlos, I recognize my behavior was not the best today, but I want to have the same rule for every player. There are players that don't behave properly and nothing happens. He said, You're right. The rules are the same for everyone and I try to judge everyone the same way. That's what happened. That's all.	422_1.a	2015-05-04	M	422	Benjamin Becker	Feliciano Lopez	I would like to know your version of what happened with Carlos? Can you elaborate?	422_1.q	12.0	1	1st Round	MUTUA MADRID OPEN	Masters 1000
422_2	I think the ATP is working on that. I know that tennis is a sport that you have to behave yourself. You don't have to lose your temper. There are some codes. You have to behave yourself. That's all. There are a lot of rules. The only thing I'm saying is that the rules should be the same for everybody. What I was saying before, you know, if a player is really slow, you have to apply the rule of the time. And if a player smacks the other player's shoulder on the changeover, what happens? Nothing happens. We look somewhere else and that's all. Or a player with point penalty throws the ball out of stadium and the chair umpire acts like he hasn't seen it. I think that these are not normal and they should be pointed out. Rules should be the same for everybody. That's all I'm saying.	422_2.a	2015-05-04	M	422	Benjamin Becker	Feliciano Lopez	You say that the rules should be the same for everybody. Is that a vision that many players have? Have you talked about that with the ATP?	422_2.q	12.0	1	1st Round	MUTUA MADRID OPEN	Masters 1000
422_3	Here in Madrid I'm used to playing because I train here, I live here. I think the altitude in Madrid is not a big deal. It's true that you can feel it, especially today. Perhaps you can feel it today more because of the conditions of the day. It was a little bit hard to play. But nothing to do with those places where it's nearly a miracle to get the ball inside the court, inside the lines.	422_3.a	2015-05-04	M	422	Benjamin Becker	Feliciano Lopez	I know you were in Quito in attitude and it was a really great tournament. And now here in Madrid. How did you adapt to altitude in two days?	422_3.q	12.0	1	1st Round	MUTUA MADRID OPEN	Masters 1000
5029_0	Yeah, I think in general it was a frustrating match. It was just annoying for me, because I feel like I have been practicing a little bit better this week, and to come out on court and just feel very, very defensive the majority of the match is really disappointing.	5029_0.a	2013-02-18	F	5029	nan	Laura Robson	Must be very frustrating after the way you fought back in that third set.	5029_0.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_1	I wouldn't say those spells are magical, really. I just managed to get a few more balls in. You know, unfortunately it just wasn't my day. I just either went for too much or too little, and I just couldn't find the right balance.	5029_1.a	2013-02-18	F	5029	nan	Laura Robson	You had some wonderful spells in the second set, and toward the end of that third set it looked like you'd run away with it. How difficult is it to maintain that form to the finish?	5029_1.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_2	I have had a chest infection since the start of the year, and so I have been on about four courses of antibiotics and nothing's gotten rid of it. It's just something that I'm living with.	5029_2.a	2013-02-18	F	5029	nan	Laura Robson	You're not very well? You're coughing and you sound a bit...	5029_2.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_3	Well, she gets a lot of balls back. When she has time on her forehand, she can really do a lot with the ball. So she's always tough to play. You know, the last time I played her was Australian Open Juniors about two or three years ago, and, yeah, we have had some interesting matches before. This is another interesting one.	5029_3.a	2013-02-18	F	5029	nan	Laura Robson	How difficult an opponent was she?	5029_3.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_4	I'll analyze it. I analyze all my matches. You have to try and learn as much as you can from one of them, even though some of them can be really bad. You just have to learn from them and work a bit harder.	5029_4.a	2013-02-18	F	5029	nan	Laura Robson	Will you analyze it, or will you just try and forget it as quickly as possible?	5029_4.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_5	Honestly, I just want to keep practicing no matter where it is and start finding my timing a bit better.	5029_5.a	2013-02-18	F	5029	nan	Laura Robson	Will you be looking forward to some time at home now?	5029_5.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_6	I'm seeing a specialist when I get home, and we will make another decision then.	5029_6.a	2013-02-18	F	5029	nan	Laura Robson	With the chest infection, do you think you need to take just a few days off?	5029_6.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_7	Oh, yeah. It was on and off since the Olympics last year, and so now it's just worse. But it's fine.	5029_7.a	2013-02-18	F	5029	nan	Laura Robson	So the chest infection was there all the way through the Fed Cup?	5029_7.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_8	I can see you guys trying to make this into something, and I really don't want to go there.	5029_8.a	2013-02-18	F	5029	nan	Laura Robson	How does it affect you on court? Do you have trouble breathing at all?	5029_8.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
5029_9	Yeah, for sure. All the facilities are really, really great, and it's so nice being virtually onsite with the hotel. I have really enjoyed it here and definitely going to come back.	5029_9.a	2013-02-18	F	5029	nan	Laura Robson	Just a word on Dubai. Obviously you had the problems with the luggage as well, and obviously you haven't played this tournament as much as you'd really like. Is it a tournament you've liked and you'd like to come back next year?	5029_9.q	43.0	0	1st Round	DUBAI DUTY FREE TENNIS CHAMPIONSHIPS WOMEN	Premier
4532_0	Yeah, I mean, it's always disappointing to lose I think when you play a good match like that, you know, and you think you've done enough almost to win. So, you know, on that front it's disappointing. Still, I think I have had three really good matches here. Again, kind of proved to myself by getting through that first round from that deficit in the third really did to try and help and get confidence and gain a bit of momentum going into New York. Coming back in that third set, I have now won another match and played another really good match today. There are still some positives to take from it.	4532_0.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	Tough match today, obviously. How much do you take out of this with respect to your preparation for the Open?	4532_0.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_1	Yeah, I think so. I think you always feel when you're playing well or when it is a good match, then, you know, you can tell that people are into it and it's exciting and all that. For sure, those matches are a lot more enjoyable than certain other ones. You do feel that when you're out there.	4532_1.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	As you said, disappointing, but it was such a high quality match. Can you allow yourself to enjoy a match like that while that's happening?	4532_1.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_2	Yeah, I mean, she's doing pretty well. I mean, obviously she's the only one who can tell you how she feels week in and week out. Match in Charleston we played was kind of like today. It was a really good match and a pretty long threesetter. The one in Rome I think both of us actually played pretty average. That was probably not a good indication. Today, here again, it's another good one. I think, you know, overall it's always gonna be kind of on her racquet how she's gonna feel and how she's gonna come out and play. You know, I think if certain things are working for her then it makes it easier for her to be out there and doing well in tournaments.	4532_2.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	You have played Venus three times from the beginning of kind of her comeback to a little bit in the middle and now. How have you seen her game kind of progress since she's come back?	4532_2.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_3	Yeah, first set wasn't too bad but just kinda probably didn't do enough. You know, we both had the same amount of break points, and she broke me three times and I got her once. I think kind of showed that she was maybe a little more aggressive and maybe took those opportunities more than what I did. Throughout that second set, just kind of loosened up and started hitting the ball well and moving well. I think I served better throughout the rest of the match from the second and the third, as well. Yeah, not too much in it. I think sometimes I lost serve by not doing that much wrong. If that happens, then you have to say, Okay, now I try and return and break you. It's a much better feeling when you lose a match or lose serve, you know, still doing the right things.	4532_3.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	Could you assess your play today, especially from the first set to the second?	4532_3.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_4	Yeah, she kind of I think went up and down with how much pace she was wanting to put on it. You know, I don't know what the win percentage was, but I'm guessing it was pretty decent. I guess if you're getting rewarded on that front then you kind of keep going for it. Even when she served at 52 she went for big bombs and I managed to make those and then break. She did the same thing the next game and got rewarded for it. Again, it kind of proves you stick with something you know you're good at. You believe it's going to work for you. That's what she did kind of as the third set went on.	4532_4.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	For most of the match Venus' firstserve percentage was in the mid 40s. Do you think that she was going for maybe a little bit more against you? What was it like being on the receiving end of her serve?	4532_4.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_5	Yeah.	4532_5.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	Next up for you is New York.	4532_5.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_6	I'm going to go back to Florida for a few days and then head up to New York on Wednesday. You know, I will take a day off tomorrow, travel there, try and get some good practice in, and just do the same in New York once I arrive there.	4532_6.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	What are you going to do for the next I guess little over a week that you have until the tournament starts?	4532_6.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4532_7	Well, you know, it is what it is. I'm looking forward to going back there. It's a good feeling to be going into the tournament now I think with a little bit more confidence, which is good. Yeah, I think it will be a little bit different, but again, it's something to look forward to.	4532_7.a	2012-08-17	F	4532	Venus Williams	Samantha Stosur	Are you expecting it to be any different now that you don't have anything else besides being the defending champion in New York?	4532_7.q	6.0	0	Quarterfinals	WESTERN & SOUTHERN OPEN	Premier
4358_0	Yeah, well, I'm trying to enjoy the efficiency of my serve. I'm not very wellknown around the tour for big serving. But so far in this tournament, and also in Beijing, it has been working very well for me. It has been giving me a lot of free points, a lot of confidence into the matches. This is a bit faster surface compared to the one I played last week, maybe compared to the majority of the hard court tournaments we're playing. So serve, advantage of having good serve, precise serves, is really very much needed in these circumstances.	4358_0.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	You've heard this one before, but it seems like the serve is still working very well. 12 aces I think today.	4358_0.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_1	Reflecting on 2012 in specific, I think it's fair to say it has been quite an evenly balanced year between the four, if you want to call it. But it hasn't been over. There's still a few more big events to come. Still there are things up for grabs, like No.1 place in the world. It's something that gives me a lot of motivation with Roger also. On the other hand, we haven't had four Grand Slam winners in how many years? So this is a great opportunity for the people to see a new Grand Slam winner, to get more attention to our sport. From that perspective it's really good.	4358_1.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	Time and time again people have been saying 'greatest era'. Is it a fair reflection of how things actually stand between the four of you in that each of you has won a major this year?	4358_1.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_2	Yeah.	4358_2.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	Last year, this time of the year, you struggled after the US Open. You were physically struggling a bit.	4358_2.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_3	Well, the scheduling more or less was similar in these two seasons. I haven't changed my routines that I've been respecting in practices, preparation and recovery programs. It all has been the same. But I've made maybe a couple of more wiser decisions on how to play, what to play, what to do in order to stay fit. I've had very long and emotional 2011. Winning the US Open also brought me a lot of joy, but a lot of fatigue also. I went back to Serbia and played a Davis Cup match, which got my injury worse, then I had to be away for two months also. This year hasn't been the case. I haven't played a Davis Cup. Maybe that helped me to stay fit. But I'll be having Davis Cup matches in the next year hopefully. I'm really looking forward to play for my country once again. I'll try to keep the good scheduling as a priority.	4358_3.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	What has been the difference this year? You're obviously playing well now. Is it because you're not carrying any injuries or have you paced yourself better through the year?	4358_3.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_4	Well, Ivan Ivo Andric is one of the Nobel prize winners, one of the biggest Serbians we have. I'm not really sure if you know him. He's one of my favorite writers obviously. Right now, during the tournaments, I usually like to read some easy reads, easy books. Let's say fiction, like Hunger Games, that trilogy that I read. That's something that keeps me interested in a book but also doesn't require much mental involvement, if you want to call it. When I have a little bit more time and I have no matches, then something a little bit more psychological, I guess.	4358_4.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	We talked about a Nobel prize winner the other day and you said you read a lot. What are you reading now and what is your favorite writer?	4358_4.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_5	That's for sure. I have many, many presents already here in Shanghai in these couple days. Many different ones. I got some masks. Usually the presents that I get are the ones which are associated in some way with Chinese tradition. So that's something very nice that I can take home and keep as a nice memory. But my favorite ones are the albums that they make. It's incredible. I've been saying it, I'll say once again, I'm impressed with the talent they have for drawing things. I think China has a great future in art because they are really, really good at it.	4358_5.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	In Beijing you told us Chinese fans are very good at presents. Any special ones you got this year? You need more suitcases to go back to Europe?	4358_5.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_6	Well, it's very individual, this sport. It's unique. It requires a lot of I guess professionalism in every sense of that word. Somebody realizes what he needs to do earlier, somebody later. That's also subjective. I can't really say why it took him so long. He can answer that better. I know him for a very long time. I think because we are coming from the same country, because we know each other really well, I think we helped also each other to kind of grow into better players.	4358_6.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	You might play Janko in the quarterfinals. I think you reached the top 10 when you were 19. He reached it when he was 27. Why do you think it took him longer to get to the top?	4358_6.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_7	Well, it was. But sometimes you have to make certain priorities depending on the season that you plan. I won with my teammates the Davis Cup title in 2010. That gave all of us wings, strong confidence boost that we used in the period to come after that. But we also all rate that title as probably the best experience that you can have because it's a team competition. Team spirit is something we don't get to experience that often, having a national captain on your bench supporting you, having all your colleagues from the national team supporting you whether you lose or not behind the court all the time. It's a very special feeling and I love playing Davis Cup. It's just that the scheduling of the Davis Cup is not so convenient for players, especially the top ones who play a lot of matches.	4358_7.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	Back to the Davis Cup situation. A lot of words have been written and spoken whether the top guys really rate Davis Cup. Nobody is more patriotic for their country than you in the top four. How hard was it for you to turn your back on the Davis Cup this year?	4358_7.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_8	No, I never ignore it, especially when my teammates and friends are playing. I try to look at it on the TV whenever I can, follow it live always. This year we had the Davis Cup tie right after the Australian Open. It was very grueling for me physically, so I couldn't be there. Then after Miami again there was a long couple weeks for me, a long tournament there. Unfortunately, I had to miss that. We didn't make it through the semifinals. But look, you know, every year is a chance for us to try to get all the way.	4358_8.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	What did you do this year when Serbia played in Davis Cup? Were you there? Did you watch it on TV, ignore it altogether?	4358_8.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_9	We're in touch. They're the players I spend the most time with on the tour. They're from my country. I know them the longest. We always speak about that. We share the same opinion: when we are together, we can bring the biggest success to our country. We hope we can all work our schedules for next season and seasons to come so we can play as much together as possible.	4358_9.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	You talk to Janko and Troicki and Zimonjic?	4358_9.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
4358_10	Sure, I can give you one fact why that is the case: I come from a country that has seven and a half million, and Li Na comes from a country that has 1.6 billion. So there is not that much difference there (laughter). No, it's always individual. Everybody feels different. You can't generalize things, especially because we are coming from different countries obviously. But Li Na is a Grand Slam winner, she's top 10 player for a while. That already is a great achievement for her country. So we are about to see if she can maintain that. You can't predict anything because tennis is such a unique sport, very individual, demands a lot of commitment.	4358_10.a	2012-10-11	M	4358	Feliciano Lopez	Novak Djokovic	You are the national hero or icon for your own nation. So is Li Na for China. It feels like more of a burden for Li Na. Can you share some thoughts on that?	4358_10.q	2.0	1	3rd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2511_0	Five years ago. (Smiling.) No, because sometime it happens you have some problems. But I think this is the game. Sometimes you have problem with your forehand; sometimes with your backhand and sometimes with your body. You never know what's happen. Today he had some problem with his stomach I think at the beginning of the third set, and that's it. It's good for me; bad for him. That's it.	2511_0.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	Novak talked about his problems. He had some problems during the match. When did you first notice that he was having problems?	2511_0.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_1	Yeah, but I don't really know how it's important and how it affect, you know, he's affect by these things.	2511_1.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	How were you feeling at the end of the third set when you were two sets to one down?	2511_1.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_2	No, when you were two sets to one down, you just think there is a fourth set. I have to play and I have to give everything. Maybe I can win, because it's not finish. (Smiling.)	2511_2.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	I mean were you feeling worried when you were two sets to one down?	2511_2.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_3	What do I have to do? I have to play my best tennis. Roger played unbelievable today again, because Nikolay was in good shape, so it's gonna be tough. But like today, I will give everything and we will see.	2511_3.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	What do you have to do to beat Roger? You've beaten him before. Do you take confidence from that?	2511_3.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_4	Yeah, of course. Of course. I know I can do that, but it was completely different. Now I have to win three sets, and it's gonna be difficult for sure.	2511_4.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	Is it good to know you have beaten him before? Does that give you confidence?	2511_4.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_5	You know, it's good to have experience, but for that you have to win, you have to play before, you know. Roger have experience because he won, you know, like 15 or 16 Grand Slam. But he won the first one, you know, and without experience, so I think at this level you never know what's happen.	2511_5.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	Roger said in the press conference before your match against Djokovic that Djokovic had the edge and experience over you and that might help him tonight. How much is that gonna be a factor against Federer? He's got so much experience at this stage of a tournament in five-set matches compared to you.	2511_5.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_6	Yeah. I think, I don't know. I feel good. I won two tough match. My two last match was tough, and I did it. Why not against Roger?	2511_6.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	So you think yourself that mentally and so on that you'll handle the occasion well?	2511_6.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_7	Maybe I'm stronger, physically stronger. I think I have more than, you know, one way to play, and this is why I'm better.	2511_7.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	How do you think you are a different player from 2008 when you reached the final?	2511_7.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_8	I don't know. Maybe because I have time to prepare more than the other Grand Slam because the season is long and we have to play a lot of tournament, be ready for a lot of tournaments. So sometimes it's tough to be ready for Roland Garros and Wimbledon and also US Open because we have to play, you know, tournament 1000.	2511_8.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	Why do you think you've done so well here at this tournament over the past three years compared to other places?	2511_8.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2511_9	I don't know. I think they will cheer for Roger for sure. I don't know for me, but, you know, I will do, you know, everything and maybe after that they will like me. (Smiling.)	2511_9.a	2010-01-27	M	2511	Novak Djokovic	Jo-Wilfried Tsonga	The crowd support you have here, you seem to be very popular here. Is that something you can feed on in the next match too, do you think?	2511_9.q	10.0	1	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
3363_0	Well, yeah, I mean, first of all, I wouldn't say that my season is not that good. I would say that it was really -- I would say really good one because there was a lot of high, good-quality results until I start the year. So compared to the last year of course there was the final of Wimbledon, but there was a lot of first-round exits in the tournaments. So this year that's completely different. Yeah, I mean, to bring this title, that means really a lot to me, because it's after, as you mentioned, 29 month. It was quite a long time, so I'm happy that I could broke this up. You know, I think I couldn't have a better place to win a title than here in Beijing.	3363_0.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	Congratulations. I think this is the first title for you in almost two and a half years, especially after not-so-good season compared to last. What does it mean to you, the championship?	3363_0.q	10.0	1	The Final	CHINA OPEN	ATP500
3363_1	Yeah, well, first of all, I just need to say that Marin starts really well - I would almost say extremely well. He started with pretty much no mistakes, playing so fast from the baseline, great serving, great returning. I mean, I was just really hanging there. It was really just want to stay and win at least couple of my games of my serve, and then was waiting for some chance. When I lost the first set, I was just, All right, so now I need to start to play at least a little bit aggressive or something to change. I had a pretty good start for the second set. I made the break, and then in that moment I started to feel, yeah, that's the chance. You know, I can do it well. And even I lost my serve and I was two breaks down, I was still positive that could be the good moment to take it for my side. I think the best or like the key moment was a break when it was 5-4; Marin was serving; I made a set point and just win the second set. That moment I started to really feel great, get some more energy for the third set, and then it was just my turn in the third set.	3363_1.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	Can you just give is an insight into how you turned the game around. You were one set down and then it was really quite tight in the second tight. What was it? What was the trigger moment that you thought, Yes, I could possibly win this?	3363_1.q	10.0	1	The Final	CHINA OPEN	ATP500
3363_2	Well, it means a lot. On the other way, it means that there are still few tournaments left in the season which are going to be really important as well: next week in Shanghai, and then definitely in Paris. There is two big weeks coming up where is really a lot of points to be split between the players. Yeah, I did a great move to have a good chance to qualify for London. Still, as I mentioned, these two weeks, you know, I still really need to do well. I want to do well. It just gives me a lot of confidence for the rest of the season and for the rest of the tournaments. So I'm really looking forward to that. I hope I can keep my level of game what I did and hopefully to win even more matches.	3363_2.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	What does this mean to you going into the rest of the year, particularly in the run-up to London?	3363_2.q	10.0	1	The Final	CHINA OPEN	ATP500
3363_3	Well, that's a good one. (Smiling.) As I see all the winners here, then it looks like this one is not going to be the one who's going to travel with me home. So I don't know what's going to be the trophy or the size of the trophy which I'm going to be able to take home with me. So, no, I mean, I hope that, you know, all those things like with the shipping stuff is working - especially here - so I think that's going to be this option. (Smiling.)	3363_3.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	How will you get that big cup back home?	3363_3.q	10.0	1	The Final	CHINA OPEN	ATP500
3363_4	Well, I just didn't get the question. Something about some council is going to be happening in Shanghai next week or something like that, right?	3363_4.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	It is reported that Nadal and Murray are going to call for a players' council next week in Shanghai to talk about the schedule to the ATP. Are you going to join them? Can you confirm this?	3363_4.q	10.0	1	The Final	CHINA OPEN	ATP500
3363_5	Well, actually this is the first time that you just mention it to me that something is going to happen in Shanghai. I mean, I didn't know about it. No, I mean, if somebody come to me and ask me if I want to join them or just to listen what's could be new things or what's going to be going on there or what's the reason of it - and I'm going to have a time not to be busy with my matches schedule - okay, I can join the players. Yeah, that's the only thing I can say about it.	3363_5.a	2011-10-09	M	3363	Marin Cilic	Tomas Berdych	Players' council talking about the ATP schedule.	3363_5.q	10.0	1	The Final	CHINA OPEN	ATP500
